,Jurisdiction,Takers,Passers,Pass Rate,Poverty Rate,Num Lawyers,Num Complaints,Complaints Per Lawyer,No HS,HS,Some Coll,Percent with BA,"Asian, Hispanic","Asian, Not Hispanic","Black, Hispanic","Black, Not Hispanic","Multiracial, Hispanic","Multiracial, Not Hispanic","Native, Hispanic","Native, Not Hispanic","Pacific, Hispanic","Pacific, Not Hispanic","White, Hispanic","White, Not Hispanic",Unemployment Rate,Year
74,Oklahoma,446,305,0.6838565022421524,0.126,17738,1309,0.07379636937647988,0.122,0.313,0.313,0.252,0.0006879195870139323,0.02202667070096739,0.0033756705687829174,0.07411957881289173,0.005573651329956644,0.05403212311952304,0.009515499330036108,0.08324845765677932,0.0003601326531054055,0.0015174472045275857,0.08452598621970486,0.6610168628167111,0.048,2016
75,Oregon,713,416,0.5834502103786816,0.102,15104,1876,0.12420550847457627,0.096,0.23,0.345,0.32899999999999996,0.0012975626262843596,0.04462031073042971,0.0025053936746817097,0.018786662806823316,0.006061404761299333,0.03122292160149595,0.0068054189071036116,0.01117610470085888,0.0004828879191467138,0.0038988003841587335,0.11044685836787306,0.7626956735198446,0.048,2016
76,Pennsylvania,2200,1444,0.6563636363636364,0.11199999999999999,65322,3900,0.05970423440800955,0.098,0.35100000000000003,0.243,0.308,0.0007333592807227195,0.03396907045107385,0.010178156861748007,0.1078837687344389,0.0035634501682994617,0.01598721667308832,0.0022568752432567756,0.0014409015609506133,0.00042371174145447503,0.00029102800557803676,0.05326352312088419,0.7700089381585047,0.054000000000000006,2016
77,Rhode Island,180,104,0.5777777777777777,0.122,5210,351,0.06737044145873321,0.12,0.282,0.265,0.33299999999999996,0.0013758906857688996,0.03453447770091884,0.022030337727225412,0.058535916046064895,0.006808482451242938,0.020235245133756637,0.005982380271960786,0.004308411480265337,0.001184742186095366,0.0006302222811018481,0.11264040425068841,0.7317334897849106,0.052000000000000005,2016
78,South Carolina,644,404,0.6273291925465838,0.156,12436,1541,0.12391444194274687,0.129,0.295,0.302,0.27399999999999997,0.000508474439528452,0.015892801244380764,0.0049820813688188385,0.2696723738434778,0.0019144940023816208,0.01626392102571053,0.0017242951144501135,0.0036892130001645834,0.0003707163902631078,0.0005907662171276619,0.04580606409722693,0.6385847992564696,0.05,2016
79,South Dakota,113,57,0.5044247787610621,0.10400000000000001,2653,120,0.04523181304183943,0.083,0.306,0.327,0.285,0.0002896884805955068,0.014299023402194216,0.0008146040074345651,0.019526162346059542,0.0023661755095041,0.02052964324284238,0.007323324789454412,0.08415218610514996,0.00024681458546737183,0.0004855178934780694,0.027131064338652786,0.8228357952991671,0.03,2016
80,Tennessee,1094,644,0.5886654478976234,0.115,22442,1086,0.04839140896533286,0.13,0.324,0.28,0.266,0.0005517596272048943,0.01737990162518564,0.0031233777860701383,0.16773537806894664,0.0018617185348803267,0.016666992676809093,0.0017973189928994992,0.002734272142232708,0.00041965028641244897,0.0005141430723095511,0.045003844411910306,0.7422116427751387,0.047,2016
81,Texas,4408,2904,0.6588021778584392,0.134,100294,7559,0.07536841685444792,0.168,0.25,0.289,0.293,0.001734337211497574,0.04707432469466487,0.007714223585596113,0.11836098273257432,0.005178938046693446,0.01421373405348707,0.00678387972376991,0.0032412291715999014,0.0005656218419088922,0.0008268847523555038,0.3691773532021633,0.42512849098368904,0.046,2016
82,Utah,447,318,0.7114093959731543,0.086,9556,865,0.09051904562578485,0.08,0.22899999999999998,0.358,0.33299999999999996,0.0011976193575789613,0.02335768678982783,0.0028439761357166057,0.01076608189441488,0.004742151861947987,0.019756938828377826,0.005833915212625926,0.009545779106785699,0.0007827427094140837,0.009424143322458436,0.122938930946379,0.7888100338344728,0.034,2016
83,Vermont,96,62,0.6458333333333334,0.102,2700,141,0.052222222222222225,0.07400000000000001,0.292,0.261,0.373,0.0002565512773848446,0.017423038625398256,0.0008754812340757821,0.012033858354832864,0.001335670087884847,0.01740219383411074,0.0005884644925014872,0.0032341495405326967,7.215504676448754e-05,0.0002982408599598818,0.01551333505436482,0.9309668615921893,0.032,2016
84,Virginia,1517,1038,0.6842452208305867,0.10300000000000001,31449,3162,0.10054373747972908,0.107,0.24100000000000002,0.27,0.382,0.001192731696841871,0.06457076759793515,0.007025000636139426,0.19070211481282162,0.0037965038728406037,0.025497300509648747,0.0026903346997053305,0.0026323092717261826,0.0004021352406259802,0.0007224641401666044,0.07651972519728051,0.624248612324268,0.040999999999999995,2016
85,Washington,1124,748,0.6654804270462633,0.099,31549,1987,0.06298139402199752,0.08900000000000001,0.222,0.337,0.353,0.0020076024319337785,0.0849856698722962,0.003478244896241431,0.03803135149821701,0.006627761173037509,0.039316244471553664,0.0063740177724564626,0.012899513912088536,0.0007044772207379779,0.00673496124826948,0.10564142452175675,0.6931987309814112,0.053,2016
86,West Virginia,235,149,0.6340425531914894,0.17300000000000001,6856,596,0.08693115519253208,0.135,0.405,0.257,0.203,0.00014691240907405313,0.00827133247370459,0.0009333580189872001,0.034689897396155044,0.0008175757486388757,0.01601290644628713,0.00036209266623084475,0.002091726865255106,7.099856200604798e-05,0.00021026497209483442,0.013352644942198979,0.9230402894993673,0.061,2016
87,Wisconsin,204,124,0.6078431372549019,0.095,25221,1866,0.07398596407755442,0.081,0.309,0.315,0.295,0.0004952683595755694,0.028216091527117286,0.0029433734513985657,0.06362145629339011,0.00248638921475626,0.01614221460312357,0.0026138874703168125,0.008835490525285884,0.00017686918332516838,0.0003603211570189522,0.05796458735951806,0.8161440508551737,0.04,2016
88,Wyoming,82,57,0.6951219512195121,0.124,2800,150,0.05357142857142857,0.071,0.287,0.373,0.26899999999999996,0.0007137783179137818,0.009267136242650393,0.0015319702506782606,0.011007933723030048,0.003623665944900422,0.016798610100733462,0.006004638703217138,0.02111893737750657,0.00029954725571921295,0.0007377420983713188,0.0865965440805183,0.842299495904761,0.053,2016
89,Alabama,766,397,0.5182767624020888,0.162,13841,1176,0.08496495917925005,0.142,0.309,0.299,0.249,0.00032536763876232284,0.014290532376131555,0.00305283469887902,0.26479427779667436,0.0014822075599355501,0.015400803284695043,0.0013585022092585761,0.005583768216792499,0.0005134900377188487,0.0005042582951310148,0.036433174697804036,0.6562607831882171,0.044000000000000004,2017
90,Alaska,100,53,0.53,0.126,3072,227,0.07389322916666667,0.073,0.28,0.355,0.292,0.0016087603082330674,0.06332972826821684,0.003920508314181425,0.033579829660673244,0.007059618764363932,0.06559686359334865,0.008358794105718534,0.14540354197647695,0.000665134513992159,0.013199945924023253,0.05019061781803434,0.6070866567527375,0.069,2017
91,Arizona,971,484,0.4984552008238929,0.161,18643,3221,0.17277262243201202,0.132,0.24,0.33899999999999997,0.289,0.002612717078118026,0.03343735555098745,0.006847096141855602,0.04312558986304388,0.008068559831277874,0.02001346392565142,0.013451716693109945,0.03987800695285979,0.0008459672391059181,0.0018570393446458323,0.28159976536085707,0.5482627220184872,0.049,2017
92,Arkansas,345,218,0.6318840579710145,0.16,9042,616,0.0681265206812652,0.138,0.341,0.295,0.226,0.0005740759559464174,0.0158925415105561,0.002483886390934731,0.15434380252853305,0.0021223817988268593,0.018860211005399245,0.0024135845762483154,0.007516630044196852,0.00037683105407742195,0.003173910363520355,0.06735713488452677,0.7248850098872339,0.037000000000000005,2017
93,Colorado,1103,763,0.6917497733454215,0.085,26590,3477,0.13076344490409927,0.086,0.214,0.298,0.401,0.001686955452579659,0.03215425832852954,0.005222309437916137,0.040080828456035715,0.007823218045273557,0.022422590626857107,0.009544386600937118,0.006419946239097914,0.0005666545198271169,0.001312571444354259,0.19019170920287926,0.6825745716457127,0.027999999999999997,2017
94,Delaware,213,146,0.6854460093896714,0.11599999999999999,3562,151,0.042391914654688376,0.102,0.316,0.268,0.314,0.0006678351168397917,0.039146216175823534,0.010678045991787405,0.21756688541140837,0.003574328794353815,0.02262591931841103,0.0033830708500945314,0.0031019321232871704,0.000642752107756607,0.00036056825557077957,0.07341483221034611,0.6248376136443209,0.045,2017
95,Florida,4415,2446,0.5540203850509626,0.13,87893,3976,0.04523682204498652,0.12,0.28800000000000003,0.3,0.292,0.0011166491195959399,0.02767733787110075,0.013232308762807251,0.15555810918661778,0.004974142577426897,0.01641372601182821,0.0024294953355607166,0.0025270453141831993,0.0004886562254321333,0.0006336216948862774,0.23384819210314559,0.5411007157974153,0.042,2017
96,Georgia,1718,1001,0.5826542491268918,0.154,39100,1991,0.05092071611253197,0.133,0.27899999999999997,0.282,0.307,0.0008842178874252785,0.0409957225179221,0.008884828819067214,0.31322964785938584,0.0030994214400504117,0.018047362571599557,0.002887516534057998,0.0022594864908220967,0.0005418656276986416,0.0006129488690560242,0.0792390827187995,0.5293178986641154,0.047,2017
97,Hawaii,274,185,0.6751824817518248,0.09300000000000001,4879,313,0.06415249026439844,0.08199999999999999,0.27699999999999997,0.317,0.325,0.01163793981015071,0.3643720518143518,0.002259207957354466,0.019550784088380103,0.0443325683291058,0.19345714279696685,0.0017853218879901826,0.002085800758638943,0.007278187971999301,0.09432860172719186,0.03796564571715812,0.22094674714071186,0.024,2017
98,Idaho,192,143,0.7447916666666666,0.111,5205,330,0.06340057636887608,0.094,0.27699999999999997,0.359,0.26899999999999996,0.0010176309806923733,0.014348131092759859,0.001515967433479943,0.007353373522382933,0.004504239643945591,0.019663331809991764,0.0063893020669901586,0.01110661547462763,0.0004115933085523501,0.0017162334846001811,0.11165822036833817,0.8203153608136391,0.032,2017
99,Illinois,2740,1885,0.6879562043795621,0.121,72062,5199,0.07214620743248869,0.111,0.261,0.287,0.341,0.0012330551753259376,0.05576606868798923,0.0052918780971150095,0.1408645612884061,0.0037441618276730856,0.015975565208327398,0.004298594518996578,0.0015099976304556255,0.0003598921591244518,0.0002842201178386625,0.15629617990006595,0.614375825388682,0.049,2017
100,Indiana,792,485,0.6123737373737373,0.11800000000000001,18517,1485,0.08019657611924177,0.114,0.335,0.29100000000000004,0.259,0.0004999941424537231,0.022922380903317743,0.003401131677940691,0.09431730898917075,0.002276933373264777,0.018237094849294345,0.001765674718740153,0.002282941113035924,0.00027575525549565505,0.00036887522194843615,0.06106882496720525,0.7925830847881326,0.036000000000000004,2017
101,Iowa,260,204,0.7846153846153846,0.098,9800,948,0.09673469387755101,0.08,0.311,0.326,0.282,0.00046633031465359456,0.025485508745682863,0.0017090289825086344,0.03694291034680333,0.0020760452642803713,0.01652655536279862,0.0022278811414747496,0.0029873788416545973,0.000216453661409177,0.0010552115993697378,0.053442727316133753,0.8568639684232305,0.031,2017
102,Kansas,176,132,0.75,0.11199999999999999,11248,893,0.07939189189189189,0.09300000000000001,0.26,0.318,0.32899999999999996,0.0007670045703983679,0.030024223730179413,0.003783109947406383,0.05762022994322585,0.0041592206600983665,0.025168820078123766,0.0039343793382514225,0.007860163824750285,0.0002898184010962905,0.0008818317898125566,0.10594392443681375,0.7595672732798435,0.036000000000000004,2017
103,Kentucky,495,300,0.6060606060606061,0.152,18645,1104,0.05921158487530169,0.14300000000000002,0.33,0.29100000000000004,0.23600000000000002,0.0003683515906948998,0.015266151992647343,0.0022837798623083785,0.08133090820229151,0.0014125385084635515,0.01781766057209494,0.0008779794926990019,0.002081860301311601,0.0002524556024030898,0.0006315882152646696,0.03175033488550105,0.84592639077432,0.049,2017
104,Maine,160,101,0.63125,0.127,5390,223,0.04137291280148423,0.077,0.318,0.29600000000000004,0.309,0.00025175856353756745,0.012225275960354021,0.0007942383254458974,0.015134735788378945,0.001075218865108361,0.01632983968374329,0.0005604625164467276,0.006553215466367754,5.844395224979245e-05,0.00029446760556626193,0.013818997581319515,0.9329033456914819,0.034,2017
105,Maryland,1605,888,0.5532710280373832,0.071,39890,2015,0.05051391326146904,0.1,0.248,0.256,0.396,0.0012256244658747503,0.06462840819221138,0.010626560874175862,0.29751614743218147,0.00439651068051292,0.023953048107959868,0.0034638873228961856,0.0024396284911953584,0.0005881602983332304,0.0004945327487255697,0.08041145655914107,0.5102560348267924,0.042,2017
106,Michigan,1094,700,0.6398537477148081,0.111,42078,1944,0.04619991444460288,0.095,0.29,0.32899999999999996,0.28600000000000003,0.0003904497632334294,0.03210130757554762,0.0031885727968215343,0.13808264901012862,0.0024919999911762764,0.021659533822635538,0.0016187521771033602,0.005677865509208057,0.00013416070447003813,0.0002717305748234704,0.04305836672477623,0.7513246113500758,0.046,2017
107,Minnesota,825,564,0.6836363636363636,0.087,25241,1110,0.04397607067865774,0.07,0.249,0.326,0.354,0.0006704717555688501,0.049512327014873625,0.0022151438226591428,0.06400490098325078,0.0027020083611349155,0.022090894555201634,0.0029970015612003098,0.01067275337167167,0.00021971783415345754,0.0004897390154557034,0.04511311965190084,0.7993119220729291,0.034,2017
108,Mississippi,262,137,0.5229007633587787,0.21100000000000002,9048,516,0.05702917771883289,0.161,0.303,0.318,0.218,0.00027505345473162213,0.010300785341190092,0.0035623103151737824,0.3738976948378958,0.0013106865963306129,0.0115345105085812,0.0012019367510900081,0.004942596812458382,0.0002405881191630612,0.00035168026876269444,0.02555721747626744,0.5668249395183553,0.051,2017
109,Missouri,946,748,0.7906976744186046,0.13,30937,1830,0.05915247115104891,0.10400000000000001,0.307,0.302,0.28600000000000003,0.0004157748822189508,0.02021379900993504,0.002143557781900774,0.11610173793573257,0.002021560031899546,0.020810523575041717,0.0013614621389398806,0.004326253097023418,0.00024350423389506883,0.0012353705047104232,0.03568900890337942,0.7954374479053232,0.037000000000000005,2017
110,Nebraska,217,161,0.7419354838709677,0.096,6933,431,0.06216645031011106,0.08900000000000001,0.263,0.335,0.313,0.0008230916617213316,0.025108732130899238,0.0029452798015811503,0.04799715232206319,0.003399363343558042,0.018449362117010544,0.006602479087365151,0.008363488134066338,0.0005584705631210049,0.0006158834247502671,0.09481420937009218,0.7903224880437716,0.028999999999999998,2017
111,Nevada,523,306,0.5850860420650096,0.10099999999999999,11700,1728,0.1476923076923077,0.13699999999999998,0.281,0.33899999999999997,0.242,0.004276904480109633,0.08099585676982934,0.009243730018300249,0.0897634772829434,0.01007843685235723,0.03339298731777616,0.008061200610793948,0.00863495633698721,0.0015337190920248292,0.006204575567231948,0.25384010599665646,0.4939740496749896,0.05,2017
112,New Hampshire,234,160,0.6837606837606838,0.064,5200,219,0.04211538461538462,0.071,0.276,0.28800000000000003,0.365,0.0003425299917629692,0.028810331060426887,0.002847002528938965,0.013681923090895746,0.001832016471095881,0.015228497902189152,0.000831117144515776,0.0021078198410868433,0.00018016187878441888,0.00026764789399660584,0.031242145720562255,0.9026288064757445,0.027000000000000003,2017
113,New Jersey,1351,778,0.5758697261287935,0.094,75131,3600,0.047916306185196524,0.105,0.275,0.23199999999999998,0.389,0.0017451979483485783,0.09590035479051603,0.020303133467071445,0.12911752541352367,0.006825933189091246,0.015212607020969498,0.0045603383030265515,0.0014253519066121584,0.0007423309258597551,0.00034651863564617733,0.16795687367938303,0.5558638347199518,0.046,2017
114,New Mexico,308,237,0.7694805194805194,0.17800000000000002,7200,663,0.09208333333333334,0.147,0.264,0.317,0.271,0.0023056873941095257,0.015038359601182532,0.006993073854661858,0.0182791339832411,0.010320855308196257,0.014861955154069444,0.020932371602421666,0.08830548469631663,0.0009164426154899359,0.0006587678268884359,0.4465743116880137,0.3748135562754089,0.059000000000000004,2017
115,New York,14094,8624,0.6118915850716617,0.11900000000000001,72372,6517,0.09004863759464986,0.135,0.261,0.244,0.359,0.001992999132395542,0.08611326475126664,0.030884901415916592,0.1448915269818044,0.007992007176062856,0.017443055927919202,0.006746191289937319,0.0029102218261838494,0.0009177842170313879,0.0004480955479782815,0.14162438056329152,0.5580355711702124,0.047,2017
116,North Carolina,1639,858,0.5234899328859061,0.136,28975,1305,0.0450388265746333,0.126,0.259,0.31,0.305,0.0010647401553899292,0.029415284986228887,0.008220791250062207,0.21389736676212937,0.003389482883763935,0.018933053038434167,0.004503988174012023,0.011262794679474063,0.0005725425202174513,0.0006504527117762131,0.07584829833915924,0.6322412044993525,0.045,2017
117,North Dakota,113,61,0.5398230088495575,0.111,3039,161,0.052977953274103325,0.075,0.268,0.363,0.295,0.00045036572345955056,0.016217139859750814,0.0013034113878946992,0.029961242055681098,0.0020173735200849866,0.019352480058070685,0.004392390408799616,0.051329771028767776,0.00012053906127887971,0.0005457372884274553,0.02961022171239645,0.844699327895388,0.027000000000000003,2017
118,Ohio,1372,888,0.6472303206997084,0.13699999999999998,44073,2598,0.05894765502688721,0.099,0.33299999999999996,0.29100000000000004,0.278,0.0003356018405355221,0.023240406015617963,0.0035749786657403955,0.12554562100920696,0.0019816203745395447,0.02059315674141162,0.000897110976744585,0.001932219234711162,0.00018328165939800938,0.00037591179838159807,0.031095787609405085,0.7902443040743076,0.05,2017
119,Oklahoma,421,341,0.8099762470308789,0.146,17859,1187,0.06646508763088639,0.122,0.313,0.313,0.252,0.0006982394699383107,0.022284140984850875,0.003458892645617905,0.07415328607519721,0.005720985034019143,0.054597747929700895,0.00992008782809624,0.08364272930489434,0.00035993036428514014,0.0015755538348990515,0.08639295340288086,0.65719545312562,0.042,2017
120,Oregon,667,502,0.7526236881559221,0.11800000000000001,15211,1435,0.09433962264150944,0.096,0.23,0.345,0.32899999999999996,0.0013333735557633714,0.04568656671392802,0.0025294277353766327,0.019042987722103232,0.006229328184862289,0.03184289118827114,0.0069267851217231285,0.011145072249539955,0.00048484117167938703,0.0039501644091827805,0.11256279224109325,0.7582657697064769,0.040999999999999995,2017
121,Pennsylvania,1865,1263,0.6772117962466488,0.111,65617,3707,0.05649450599692153,0.098,0.35100000000000003,0.243,0.308,0.0007610473268681847,0.034997698168098404,0.010581466902300432,0.10827618635837524,0.0037717668176640243,0.016370728580822686,0.0023343633122012105,0.0014522616016511567,0.0004391740431249204,0.0002986477333856964,0.05515505166277346,0.7655616074927346,0.049,2017
122,Rhode Island,165,95,0.5757575757575758,0.114,5245,311,0.059294566253574835,0.12,0.282,0.265,0.33299999999999996,0.0014455233770305767,0.03449268855033708,0.022580856003705692,0.05930624350532788,0.007002168285065546,0.02066264837691217,0.006242463338552753,0.00427878708653153,0.0012825941366313243,0.000620457281752967,0.11556419459434882,0.7265213754638037,0.044000000000000004,2017
123,Tennessee,1068,644,0.602996254681648,0.149,22832,1552,0.06797477224947442,0.13,0.324,0.28,0.266,0.0005619485693340939,0.017857890808772182,0.003243352498711021,0.16769394939392282,0.0019390952091425007,0.01714912013312666,0.0018428037566783563,0.0027712858888751923,0.0004127415354074552,0.0005258765391540274,0.046383562840383204,0.7396183728264925,0.038,2017
124,Texas,4208,2730,0.6487642585551331,0.138,100000,7640,0.0764,0.168,0.25,0.289,0.293,0.0017617076887719019,0.0484357581564949,0.007897467538129073,0.11916630032161202,0.005331102477788428,0.014564517543265973,0.006795764083986749,0.0032360882328295614,0.0005800262114452827,0.0008417660433953049,0.37093838960309733,0.4204511120991835,0.043,2017
125,Utah,397,302,0.760705289672544,0.086,9427,755,0.08008910576005092,0.08,0.22899999999999998,0.358,0.33299999999999996,0.0012166878100973802,0.024227985303004605,0.002855169326955262,0.011241382735222547,0.004831601764826146,0.020303820457768712,0.005936069230923025,0.009488423568594041,0.0007971514091070034,0.009484231429306666,0.12491349681816628,0.7847039801460284,0.033,2017
126,Vermont,111,65,0.5855855855855856,0.096,2728,147,0.053885630498533725,0.07400000000000001,0.292,0.261,0.373,0.0002690824289173917,0.01862915315915585,0.0008905347052266059,0.012430647207308791,0.0014174877951898313,0.017636110861960715,0.0006054354650641313,0.003277039580743949,8.168573734992248e-05,0.00030271773253206564,0.016168970951911128,0.9282911343746396,0.028999999999999998,2017
127,Virginia,1226,811,0.6615008156606852,0.114,31667,3304,0.10433574383427544,0.107,0.24100000000000002,0.27,0.382,0.00125537789119436,0.06600050309638218,0.007222705928349292,0.19078541994074144,0.003965930757254578,0.026164792776396106,0.0027049996650356403,0.002641905849139378,0.00041223656116490563,0.0007311320838315953,0.07837787926088549,0.619737116189625,0.037000000000000005,2017
128,Washington,1120,758,0.6767857142857143,0.11,31919,2113,0.0661988157523732,0.08900000000000001,0.222,0.337,0.353,0.002051226923865494,0.08781843051706222,0.003546910416062156,0.03864138647690898,0.0068041946492707756,0.03999872295059839,0.006538950949717931,0.01282168375999985,0.0007175993842143223,0.006884077591797356,0.10715454803362681,0.6870222683468757,0.047,2017
129,West Virginia,240,155,0.6458333333333334,0.18,6934,634,0.09143351600807614,0.135,0.405,0.257,0.203,0.0001662076693281908,0.008198661092655822,0.0009719296160052482,0.034748410020010966,0.0008541533205210335,0.016454008906969936,0.00037864528641654065,0.0021067647622129617,6.60427825145129e-05,0.00022454546054934387,0.013728093058683414,0.922102538024132,0.052000000000000005,2017
130,Wisconsin,218,150,0.6880733944954128,0.107,25283,1760,0.06961199224775541,0.081,0.309,0.315,0.295,0.0005034380588119276,0.028946565792532398,0.0029893685625988525,0.06392264428120271,0.002543268903624167,0.016573215437293377,0.00270820315616804,0.008876744201308904,0.00017978697057400227,0.00038029866398074256,0.05905682477212304,0.8133196411997818,0.033,2017
131,Wyoming,90,57,0.6333333333333333,0.109,2900,162,0.05586206896551724,0.071,0.287,0.373,0.26899999999999996,0.0007410209506832421,0.009755912189881005,0.0015718626226614225,0.011142951405262457,0.003782834223767599,0.01714021187326296,0.006133718871506276,0.021102687539620437,0.0002970993088986425,0.0007047471978525938,0.08700000518196468,0.8406269486346387,0.042,2017
132,Alabama,841,391,0.464922711058264,0.163,18409,1180,0.06409908197077517,0.142,0.309,0.299,0.249,0.00034003855816285884,0.014463300694132862,0.003117838500507705,0.264815768459521,0.0015567709922149175,0.015789287394165043,0.001405165353467217,0.00560859024965009,0.000515786525348115,0.0005170141013703636,0.037500810711664695,0.6543696284597952,0.039,2018
133,Alaska,82,48,0.5853658536585366,0.092,3114,245,0.07867694283879255,0.073,0.28,0.355,0.292,0.0016201017766708065,0.06345330610945685,0.004003324541345242,0.033611330646313144,0.007028602754036992,0.06655067953135393,0.008378007424446261,0.1467028684371255,0.0006815037700353267,0.01334713571174975,0.05058227083585553,0.6040408684616106,0.065,2018
134,Arizona,961,505,0.5254942767950052,0.172,18750,3047,0.16250666666666666,0.132,0.24,0.33899999999999997,0.289,0.0026202762103060846,0.03369253861121449,0.006936830611353077,0.04393600803797249,0.008209388512807446,0.020439998524732526,0.013556534596698753,0.03966066612797051,0.000846742061775708,0.0018822233622016356,0.2833999997764746,0.5448187935664927,0.047,2018
135,Arkansas,308,164,0.5324675324675324,0.161,9766,697,0.07137005938971944,0.138,0.341,0.295,0.226,0.0005860985010962766,0.01589443316068236,0.0025643470699892646,0.1542562081088256,0.0022038499760609993,0.01940471131492395,0.002452709260256641,0.0076119708957571985,0.00038242594941145943,0.003359101953561994,0.0687855035646019,0.7224986402448323,0.036000000000000004,2018
136,Colorado,1081,696,0.6438482886216467,0.099,26963,3586,0.1329970700589697,0.086,0.214,0.298,0.401,0.0017040082498036033,0.03285390457378094,0.0053051269422891515,0.040344653151387376,0.00794372169247483,0.022901849792498603,0.009601343246263981,0.006466024292923552,0.0005719268769963631,0.0013390644330535432,0.19165225721352658,0.6793161195350015,0.032,2018
137,Delaware,172,104,0.6046511627906976,0.111,4484,219,0.048840321141837645,0.102,0.316,0.268,0.314,0.0006908487911181911,0.03980821954698134,0.010858858659794775,0.21894831477432444,0.0037307906231000363,0.0231159869867703,0.00355678373118421,0.003113480458922462,0.0006939560570452594,0.0003552640709948119,0.07487164402332935,0.6202558522764348,0.038,2018
138,Florida,4204,2165,0.5149857278782112,0.162,88537,4131,0.04665845917526006,0.12,0.28800000000000003,0.3,0.292,0.0011350329596381,0.028016386688261147,0.013613617232316765,0.15537072808695143,0.005176160758663129,0.016673682660638137,0.0024913015560820337,0.0025182264037954243,0.000494673469615427,0.0006364996342315924,0.23776396294594926,0.5361097276038576,0.036000000000000004,2018
139,Georgia,1652,878,0.5314769975786925,0.18100000000000002,39750,2197,0.05527044025157233,0.133,0.27899999999999997,0.282,0.307,0.0009028524142644593,0.04185991022279144,0.00910206522970744,0.3148355776366977,0.0032129748929967668,0.018466709243753123,0.002933271405332119,0.00227530224863528,0.0005479905064450248,0.0006202948093787434,0.08056630632802503,0.5246767450619729,0.039,2018
140,Idaho,172,116,0.6744186046511628,0.12300000000000001,5236,343,0.06550802139037433,0.094,0.27699999999999997,0.359,0.26899999999999996,0.0010379677995768152,0.014363600634320002,0.0015223908562863031,0.007493133531672585,0.004644863059085903,0.020157825945881717,0.006364907662567351,0.011068038589323499,0.00040616131287788423,0.0017680299062687085,0.11295968777562987,0.8182133929265094,0.028999999999999998,2018
141,Illinois,2682,1758,0.6554809843400448,0.109,72952,5029,0.06893573856782542,0.111,0.261,0.287,0.341,0.0012526849846236023,0.05676357539779508,0.005362384600384609,0.14072200021519962,0.0038320936824136247,0.016315321984762956,0.004358617506732455,0.0015128423004163068,0.0003632770735933172,0.00028931694242687164,0.1581078184661549,0.6111200668454967,0.043,2018
142,Indiana,723,432,0.5975103734439834,0.135,18595,1411,0.07588061306802904,0.114,0.335,0.29100000000000004,0.259,0.0005124339537453306,0.024212989715326583,0.003485626235065149,0.09517411478191985,0.002351281764445567,0.018714368776507555,0.0018267501277351031,0.0023054300524666055,0.00028451958084664965,0.0003762230048045724,0.06257996979163757,0.7881762922154995,0.035,2018
143,Iowa,250,185,0.74,0.10400000000000001,9500,867,0.09126315789473684,0.08,0.311,0.326,0.282,0.000475764287697015,0.02591899049043104,0.0017683948957923762,0.03794204314400794,0.0021209305161820203,0.017020483272343612,0.0022975159260348508,0.003034029532956999,0.00021565016778789933,0.001167496342839938,0.05480404418700522,0.853234657236921,0.026000000000000002,2018
144,Kansas,148,97,0.6554054054054054,0.142,11090,849,0.07655545536519387,0.09300000000000001,0.26,0.318,0.32899999999999996,0.0007961917441304902,0.030601859818730703,0.0038707009338250623,0.057454267920926276,0.004268453323688353,0.025650907359758793,0.003989545775701314,0.007873642515402601,0.0002971121046906273,0.0009363324825279191,0.10747008527632627,0.7567909007442916,0.033,2018
145,Kentucky,499,315,0.6312625250501002,0.195,18783,1105,0.05882979289783315,0.14300000000000002,0.33,0.29100000000000004,0.23600000000000002,0.0003833089786429652,0.015391536672245942,0.002325407803767322,0.08175039053805148,0.0014731617588547175,0.018231385473665665,0.0008887836843972847,0.0020992330906382272,0.0002555393190953101,0.0006610398701860259,0.03285742497511294,0.8436827878353421,0.043,2018
146,Maine,162,89,0.5493827160493827,0.12300000000000001,5406,188,0.03477617462079171,0.077,0.318,0.29600000000000004,0.309,0.00023673376114683692,0.012470716332463817,0.0008177396481255093,0.015571405847547938,0.0011418483305789073,0.016711013795529243,0.0005780187101818668,0.006617343399123413,5.7503153338506126e-05,0.00028527538409492653,0.01421821475859504,0.931294186879274,0.032,2018
147,Maryland,1253,643,0.5131683958499601,0.096,40300,1802,0.044714640198511166,0.1,0.248,0.256,0.396,0.001263626606704461,0.06526125277137984,0.010998041353907898,0.2983832140285583,0.004539413320715292,0.024307954435881098,0.003564397904371283,0.002443420112190559,0.0006029024808964906,0.0005036613195727759,0.08280871373845597,0.505323401927366,0.039,2018
148,Massachusetts,1852,1141,0.6160907127429806,0.115,59092,3800,0.06430650511067489,0.096,0.242,0.233,0.429,0.0010449486279600763,0.06951451006772842,0.01658536301866945,0.0725238226347903,0.0067506122291825735,0.018360264637017655,0.003102009622768024,0.0018003279267315498,0.0006307177410977046,0.00042164083959123213,0.09368287000545576,0.7155829126490072,0.034,2018
149,Minnesota,798,551,0.6904761904761905,0.078,25665,1107,0.04313267095265926,0.07,0.249,0.326,0.354,0.0006967225323027929,0.05040857086440506,0.0022622969475669026,0.06598511767850483,0.0027749391794763306,0.02256482007845174,0.003040892404172558,0.010690748841159213,0.0002210033839024988,0.0005083612946909778,0.045988503186355084,0.794858023609012,0.028999999999999998,2018
